hour,minutes,count,대여/반납,holiday,weather,Rain,Month,AM/PM,Day_w,Time
22,0,22,-3,2,5,0,3,2,6,22:00
22,30,20.33333333,-2,2,5,0,3,2,6,22:30
23,0,18,-1,2,5.1,0,3,2,6,23:00
23,30,17.42857143,0,2,5.1,0,3,2,6,23:30
0,0,15.375,-5,2,5.1,0,3,1,7,0:00
0,30,12,-1,2,5.1,0,3,1,7,0:30
1,0,9.272727273,-4,2,4.8,0,3,1,7,1:00
1,30,9.25,2,2,4.8,0,3,1,7,1:30
2,0,9,-1,2,4.7,0,3,1,7,2:00
2,30,6.5,-4,2,4.7,0,3,1,7,2:30
3,0,4,-1,2,4.4,0,3,1,7,3:00
4,0,3,-1,2,4.2,0,3,1,7,4:00
4,30,4,1,2,4.2,0,3,1,7,4:30
7,0,4.5,1,2,2.9,0,3,1,7,7:00
9,0,4.4,-1,2,3.9,0,3,1,7,9:00
9,30,3.166666667,-1,2,3.9,0,3,1,7,9:30
10,0,5.25,3,2,5.9,0,3,1,7,10:00
10,30,7,1,2,5.9,0,3,1,7,10:30
11,0,6.333333333,0,2,7.6,0,3,1,7,11:00
11,30,6.666666667,0,2,7.6,0,3,1,7,11:30
12,0,9.5,4,2,9.2,0,3,2,7,12:00
12,30,11.58333333,1,2,9.2,0,3,2,7,12:30
13,0,13,2,2,10.3,0,3,2,7,13:00
13,30,12.81818182,0,2,10.3,0,3,2,7,13:30
14,0,13.03846154,-1,2,11.6,0,3,2,7,14:00
14,30,15.47368421,5,2,11.6,0,3,2,7,14:30
15,0,18.66666667,-2,2,11.9,0,3,2,7,15:00
15,30,15.23809524,-1,2,11.9,0,3,2,7,15:30
16,0,15.07142857,0,2,11.9,0,3,2,7,16:00
16,30,18.30434783,8,2,11.9,0,3,2,7,16:30
17,0,26.07692308,3,2,11.1,0,3,2,7,17:00
17,30,25.85714286,3,2,11.1,0,3,2,7,17:30
18,0,29.53846154,1,2,9.4,0,3,2,7,18:00
18,30,29.07692308,-2,2,9.4,0,3,2,7,18:30
19,0,27.8,0,2,7.8,0,3,2,7,19:00
19,30,25.625,-3,2,7.8,0,3,2,7,19:30
20,0,27.33333333,4,2,6.7,0,3,2,7,20:00
20,30,31,3,2,6.7,0,3,2,7,20:30
21,0,30.2,-2,2,5.7,0,3,2,7,21:00
21,30,29.2,-2,2,5.7,0,3,2,7,21:30
22,0,27.4,-2,2,5.3,0,3,2,7,22:00
22,30,26.66666667,1,2,5.3,0,3,2,7,22:30
23,0,27.25,0,2,4.2,0,3,2,7,23:00
23,30,25.66666667,-2,2,4.2,0,3,2,7,23:30
0,0,24.66666667,-1,1,3.5,0,3,1,1,0:00
0,30,24,0,1,3.5,0,3,1,1,0:30
1,0,24.2,1,1,2.9,0,3,1,1,1:00
1,30,24,-1,1,2.9,0,3,1,1,1:30
2,0,24.5,1,1,2.7,0,3,1,1,2:00
5,0,25,0,1,3.3,0,3,1,1,5:00
5,30,26,2,1,3.3,0,3,1,1,5:30
6,30,28.16666667,2,1,2.8,0,3,1,1,6:30
7,0,19,3,1,3,0,3,1,1,7:00
7,30,17.76923077,4,1,3,0,3,1,1,7:30
8,0,24.775,12,1,3.8,0,3,1,1,8:00
8,30,16.34615385,12,1,3.8,0,3,1,1,8:30
9,0,21.09090909,2,1,4.8,0,3,1,1,9:00
9,30,19.30769231,-5,1,4.8,0,3,1,1,9:30
10,0,16.90909091,-1,1,6.6,0,3,1,1,10:00
10,30,19.9,6,1,6.6,0,3,1,1,10:30
11,0,22,-1,1,9.2,0,3,1,1,11:00
11,30,23,1,1,9.2,0,3,1,1,11:30
12,0,23.66666667,0,1,11.7,0,3,2,1,12:00
12,30,22.85714286,0,1,11.7,0,3,2,1,12:30
13,0,21.90909091,-2,1,13.6,0,3,2,1,13:00
13,30,19.93333333,2,1,13.6,0,3,2,1,13:30
14,0,23.85714286,1,1,14.9,0,3,2,1,14:00
14,30,24.25,-1,1,14.9,0,3,2,1,14:30
15,0,25.53333333,2,1,15.3,0,3,2,1,15:00
15,30,26.42857143,3,1,15.3,0,3,2,1,15:30
16,0,23.5,-6,1,14.5,0,3,2,1,16:00
16,30,24.86666667,5,1,14.5,0,3,2,1,16:30
17,0,27.61538462,2,1,13.7,0,3,2,1,17:00
17,30,27.28571429,-4,1,13.7,0,3,2,1,17:30
18,0,23.85,0,1,12.2,0,3,2,1,18:00
18,30,27.10714286,4,1,12.2,0,3,2,1,18:30
19,0,25.6875,-6,1,10.6,0,3,2,1,19:00
19,30,22.52631579,-1,1,10.6,0,3,2,1,19:30
20,0,24.7,2,1,9.4,0,3,2,1,20:00
20,30,23.71428571,-2,1,9.4,0,3,2,1,20:30
21,0,22.93333333,2,1,8.7,0,3,2,1,21:00
21,30,21.58823529,-5,1,8.7,0,3,2,1,21:30
22,0,19,0,1,7.8,0,3,2,1,22:00
22,30,19.25,0,1,7.8,0,3,2,1,22:30
23,0,19.75,2,1,6.8,0,3,2,1,23:00
23,30,19.25,-2,1,6.8,0,3,2,1,23:30
0,30,19.4,-2,1,6.4,0,3,1,2,0:30
1,30,18.5,2,1,5.9,0,3,1,2,1:30
2,0,21.8,4,1,5.4,0,3,1,2,2:00
2,30,24,1,1,5.4,0,3,1,2,2:30
5,30,24.5,1,1,6.8,0,3,1,2,5:30
6,30,26.33333333,3,1,7,0,3,1,2,6:30
7,0,29.16666667,2,1,7.2,0,3,1,2,7:00
7,30,14.22727273,8,1,7.2,0,3,1,2,7:30
8,0,24.06,17,1,8,0,3,1,2,8:00
8,30,17.45945946,14,1,8,0,3,1,2,8:30
9,0,27,4,1,9.4,0,3,1,2,9:00
9,30,27.11111111,2,1,9.4,0,3,1,2,9:30
10,0,11,1,1,10.9,0,3,1,2,10:00
10,30,12.13333333,2,1,10.9,0,3,1,2,10:30
11,0,13.7,-1,1,12.6,0,3,1,2,11:00
11,30,12.25,1,1,12.6,0,3,1,2,11:30
12,0,12.9,-1,1,15.5,0,3,2,2,12:00
12,30,14.3,4,1,15.5,0,3,2,2,12:30
13,0,17.70588235,2,1,17.1,0,3,2,2,13:00
13,30,19.625,1,1,17.1,0,3,2,2,13:30
14,0,21.76923077,4,1,18.3,0,3,2,2,14:00
14,30,24.1875,-2,1,18.3,0,3,2,2,14:30
15,0,21.75,1,1,18.6,0,3,2,2,15:00
15,30,21.57894737,1,1,18.6,0,3,2,2,15:30
16,0,21.33333333,-3,1,17.6,0,3,2,2,16:00
16,30,21.59090909,4,1,17.6,0,3,2,2,16:30
17,0,22.5625,-3,1,16.9,0,3,2,2,17:00
17,30,22.92307692,3,1,16.9,0,3,2,2,17:30
18,0,23.38461538,0,1,15.7,0,3,2,2,18:00
18,30,19.05769231,-11,1,15.7,0,3,2,2,18:30
19,0,15.93939394,6,1,14.1,0,3,2,2,19:00
19,30,16.43333333,-2,1,14.1,0,3,2,2,19:30
20,0,17.93333333,2,1,13.9,0,3,2,2,20:00
20,30,18.33333333,-4,1,13.9,0,3,2,2,20:30
21,0,10.05882353,-7,1,13.7,0,3,2,2,21:00
21,30,21.57894737,1,1,13.7,0,3,2,2,21:30
22,0,13.42857143,-13,1,13.5,0,3,2,2,22:00
22,30,11.71428571,7,1,13.5,0,3,2,2,22:30
23,0,12.66666667,-1,1,13.4,0,3,2,2,23:00
23,30,12.83333333,0,1,13.4,0,3,2,2,23:30
0,0,12.2,-1,1,13.6,0,3,1,3,0:00
0,30,12,0,1,13.6,0,3,1,3,0:30
1,0,12.5,0,1,13.7,0,3,1,3,1:00
2,0,12,0,1,13.8,0,3,1,3,2:00
5,0,12,0,1,14.1,0,3,1,3,5:00
5,30,13.33333333,2,1,14.1,0,3,1,3,5:30
6,30,15,2,1,14.1,0,3,1,3,6:30
7,0,17.14285714,3,1,14.1,0,3,1,3,7:00
7,30,22.48275862,9,1,14.1,0,3,1,3,7:30
8,0,17.60344828,14,1,14.2,0,3,1,3,8:00
8,30,25.67647059,15,1,14.2,0,3,1,3,8:30
9,0,18.13043478,6,1,14.6,0,3,1,3,9:00
9,30,22.56521739,4,1,14.6,0,3,1,3,9:30
10,0,23.35294118,1,1,15.7,0,3,1,3,10:00
10,30,25.4,-1,1,15.7,0,3,1,3,10:30
11,0,25.33333333,1,1,17.5,0,3,1,3,11:00
11,30,26.3,-1,1,17.5,0,3,1,3,11:30
12,0,25.27777778,0,1,19.9,0,3,2,3,12:00
12,30,25.96153846,0,1,19.9,0,3,2,3,12:30
13,0,25.88235294,3,1,20.9,0,3,2,3,13:00
13,30,28.66666667,6,1,20.9,0,3,2,3,13:30
14,0,12.4,-6,1,21.1,0,3,2,3,14:00
14,30,9.5,2,1,21.1,0,3,2,3,14:30
15,0,12,0,1,21.7,0,3,2,3,15:00
15,30,11.26666667,2,1,21.7,0,3,2,3,15:30
16,0,17.8125,6,1,21.7,0,3,2,3,16:00
16,30,19.34782609,-3,1,21.7,0,3,2,3,16:30
17,0,12.0952381,-5,1,20.5,0,3,2,3,17:00
17,30,10,0,1,20.5,0,3,2,3,17:30
18,0,10.15384615,-2,1,19.2,0,3,2,3,18:00
18,30,9.03125,1,1,19.2,0,3,2,3,18:30
19,0,10.2972973,-11,1,17.9,0,3,2,3,19:00
19,30,12.05,0,1,17.9,0,3,2,3,19:30
20,0,15.22222222,2,1,17.2,0,3,2,3,20:00
20,30,14.95238095,-2,1,17.2,0,3,2,3,20:30
21,0,14.94444444,0,1,16.8,0,3,2,3,21:00
21,30,15.8,3,1,16.8,0,3,2,3,21:30
22,0,14.16666667,-4,1,16.2,0,3,2,3,22:00
22,30,12,-1,1,16.2,0,3,2,3,22:30
23,0,12.85714286,0,1,16.1,0,3,2,3,23:00
23,30,12,0,1,16.1,0,3,2,3,23:30
0,0,12.25,0,1,16,0,3,1,4,0:00
1,30,12.75,2,1,16.3,0,3,1,4,1:30
2,0,12.33333333,-2,1,16.5,0,3,1,4,2:00
2,30,13,1,1,16.5,0,3,1,4,2:30
3,0,12,-1,1,16.5,0,3,1,4,3:00
12,30,12,0,1,13.3,2,3,2,4,12:30
13,0,13,1,1,12.7,0,3,2,4,13:00
13,30,12.83333333,0,1,12.7,0,3,2,4,13:30
14,0,14.33333333,2,1,12.1,0,3,2,4,14:00
14,30,13.75,-2,1,12.1,0,3,2,4,14:30
15,0,13.75,0,1,11.6,0,3,2,4,15:00
15,30,12.33333333,-1,1,11.6,0,3,2,4,15:30
16,0,12.5,1,1,10.7,0,3,2,4,16:00
16,30,13.5,0,1,10.7,0,3,2,4,16:30
17,0,13,0,1,10.9,0,3,2,4,17:00
17,30,13,0,1,10.9,0,3,2,4,17:30
18,0,13.25,0,1,10.4,0,3,2,4,18:00
18,30,12.44444444,0,1,10.4,0,3,2,4,18:30
19,0,13.22222222,-1,1,10.4,0,3,2,4,19:00
19,30,12,0,1,10.4,0,3,2,4,19:30
20,0,12,-1,1,10.5,0,3,2,4,20:00
20,30,12.42857143,1,1,10.5,0,3,2,4,20:30
21,0,12.25,0,1,10.4,0,3,2,4,21:00
21,30,12.25,0,1,10.4,0,3,2,4,21:30
22,0,12,0,1,9.8,0,3,2,4,22:00
22,30,12.33333333,0,1,9.8,0,3,2,4,22:30
23,0,12,0,1,9.3,0,3,2,4,23:00
23,30,12.5,0,1,9.3,0,3,2,4,23:30
0,0,12.4,1,1,8.4,0,3,1,5,0:00
0,30,13,0,1,8.4,0,3,1,5,0:30
1,0,14,1,1,7.2,0,3,1,5,1:00
1,30,13,-1,1,7.2,0,3,1,5,1:30
2,0,13,0,1,6.7,0,3,1,5,2:00
3,0,13.5,1,1,6.1,0,3,1,5,3:00
5,0,13,-1,1,5.2,0,3,1,5,5:00
5,30,13,0,1,5.2,0,3,1,5,5:30
6,0,14.5,2,1,4.4,0,3,1,5,6:00
6,30,15.5,1,1,4.4,0,3,1,5,6:30
7,0,17.66666667,4,1,3.7,0,3,1,5,7:00
7,30,22.75,4,1,3.7,0,3,1,5,7:30
8,0,23.12195122,14,1,3.8,0,3,1,5,8:00
8,30,24.28,13,1,3.8,0,3,1,5,8:30
9,0,31.36363636,1,1,5.2,0,3,1,5,9:00
9,30,23,5,1,5.2,0,3,1,5,9:30
10,0,9.333333333,-2,1,6.7,0,3,1,5,10:00
10,30,11.9,4,1,6.7,0,3,1,5,10:30
11,0,14,2,1,8.2,0,3,1,5,11:00
11,30,16.85714286,2,1,8.2,0,3,1,5,11:30
12,0,17.66666667,-1,1,9.4,0,3,2,5,12:00
12,30,17.22222222,2,1,9.4,0,3,2,5,12:30
13,0,20.5,2,1,10.4,0,3,2,5,13:00
13,30,19.25,-4,1,10.4,0,3,2,5,13:30
14,0,19.33333333,3,1,11,0,3,2,5,14:00
14,30,16.36363636,-6,1,11,0,3,2,5,14:30
15,0,14.61111111,3,1,11.9,0,3,2,5,15:00
15,30,16.46153846,-1,1,11.9,0,3,2,5,15:30
16,0,18.05882353,3,1,11.6,0,3,2,5,16:00
16,30,17.38461538,-1,1,11.6,0,3,2,5,16:30
17,0,18.8,2,1,11.2,0,3,2,5,17:00
17,30,22.5,1,1,11.2,0,3,2,5,17:30
18,0,16.84615385,-9,1,10,0,3,2,5,18:00
18,30,9.96969697,1,1,10,0,3,2,5,18:30
19,0,13.23529412,0,1,8.1,0,3,2,5,19:00
19,30,11.75,0,1,8.1,0,3,2,5,19:30
20,0,15.38461538,2,1,6.7,0,3,2,5,20:00
20,30,13.4,-1,1,6.7,0,3,2,5,20:30
21,0,14.4,-2,1,5.8,0,3,2,5,21:00
21,30,10.55555556,-3,1,5.8,0,3,2,5,21:30
22,0,7.6,-1,1,4.9,0,3,2,5,22:00
22,30,7.555555556,1,1,4.9,0,3,2,5,22:30
23,0,10.42857143,2,1,4.2,0,3,2,5,23:00
23,30,7.111111111,-5,1,4.2,0,3,2,5,23:30
0,0,6.5,0,2,3.7,0,3,1,6,0:00
0,30,6.5,0,2,3.7,0,3,1,6,0:30
1,0,6.666666667,1,2,3,0,3,1,6,1:00
1,30,7.428571429,0,2,3,0,3,1,6,1:30
2,0,7.666666667,0,2,2.3,0,3,1,6,2:00
2,30,6,-1,2,2.3,0,3,1,6,2:30
3,30,7,1,2,1.8,0,3,1,6,3:30
4,0,7,0,2,1.3,0,3,1,6,4:00
4,30,7.333333333,0,2,1.3,0,3,1,6,4:30
5,0,7.5,1,2,1,0,3,1,6,5:00
6,0,7,-1,2,0.8,0,3,1,6,6:00
6,30,7,0,2,0.8,0,3,1,6,6:30
7,30,7.75,2,2,0.5,0,3,1,6,7:30
8,0,9,-1,2,1.3,0,3,1,6,8:00
8,30,8,0,2,1.3,0,3,1,6,8:30
9,0,8,0,2,3.4,0,3,1,6,9:00
9,30,9.666666667,2,2,3.4,0,3,1,6,9:30
10,0,12.71428571,4,2,6,0,3,1,6,10:00
10,30,13.84615385,1,2,6,0,3,1,6,10:30
11,0,15.41666667,2,2,8,0,3,1,6,11:00
11,30,20.18181818,5,2,8,0,3,1,6,11:30
12,0,22.625,4,2,10,0,3,2,6,12:00
12,30,23.6,-2,2,10,0,3,2,6,12:30
13,0,22.12,-1,2,10.9,0,3,2,6,13:00
13,30,18.64,-5,2,10.9,0,3,2,6,13:30
14,0,18.35714286,2,2,12.1,0,3,2,6,14:00
14,30,17.22727273,-3,2,12.1,0,3,2,6,14:30
15,0,15.05882353,-6,2,13.2,0,3,2,6,15:00
15,30,7.583333333,-5,2,13.2,0,3,2,6,15:30
16,0,9.047619048,6,2,13.7,0,3,2,6,16:00
16,30,12.09090909,2,2,13.7,0,3,2,6,16:30
17,0,14.22222222,0,2,12.1,0,3,2,6,17:00
17,30,14.42424242,-3,2,12.1,0,3,2,6,17:30
18,0,12.76190476,5,2,10.6,0,3,2,6,18:00
18,30,17.33333333,4,2,10.6,0,3,2,6,18:30
19,0,19.69230769,2,2,8.8,0,3,2,6,19:00
19,30,23.3,2,2,8.8,0,3,2,6,19:30
20,0,22,-3,2,7.9,0,3,2,6,20:00
20,30,21.5,-1,2,7.9,0,3,2,6,20:30
21,0,21,0,2,7.4,0,3,2,6,21:00
21,30,21.66666667,3,2,7.4,0,3,2,6,21:30
22,0,22.25,-1,2,7,0,3,2,6,22:00
22,30,22.28571429,0,2,7,0,3,2,6,22:30
23,0,21.14285714,-2,2,6.4,0,3,2,6,23:00
23,30,20.5,0,2,6.4,0,3,2,6,23:30
0,0,18.66666667,0,2,5.9,0,3,1,7,0:00
0,30,19,-2,2,5.9,0,3,1,7,0:30
1,0,16.625,-2,2,5.7,0,3,1,7,1:00
1,30,16,0,2,5.7,0,3,1,7,1:30
2,0,16,0,2,5.5,0,3,1,7,2:00
2,30,17,1,2,5.5,0,3,1,7,2:30
3,0,16,-1,2,5.5,0,3,1,7,3:00
3,30,16,0,2,5.5,0,3,1,7,3:30
5,0,16.75,2,2,5.6,0,3,1,7,5:00
6,30,18.5,1,2,5.7,0,3,1,7,6:30
7,0,18.5,1,2,5.5,0,3,1,7,7:00
7,30,20,0,2,5.5,0,3,1,7,7:30
8,0,21,1,2,5.9,0,3,1,7,8:00
8,30,21.66666667,1,2,5.9,0,3,1,7,8:30
9,0,23.5,2,2,6.3,0,3,1,7,9:00
9,30,24.88888889,3,2,6.3,0,3,1,7,9:30
10,0,28.16666667,1,2,7.2,0,3,1,7,10:00
10,30,29,1,2,7.2,0,3,1,7,10:30
11,0,29.14285714,0,2,8.5,0,3,1,7,11:00
11,30,28.52380952,-1,2,8.5,0,3,1,7,11:30
12,0,24.07692308,5,2,9.8,0,3,2,7,12:00
12,30,10.85714286,2,2,9.8,0,3,2,7,12:30
13,0,7.692307692,-3,2,10.6,0,3,2,7,13:00
13,30,6.357142857,-1,2,10.6,0,3,2,7,13:30
14,0,6.25,-1,2,11,0,3,2,7,14:00
14,30,7.571428571,4,2,11,0,3,2,7,14:30
15,0,11.75,2,2,12,0,3,2,7,15:00
15,30,12.64705882,2,2,12,0,3,2,7,15:30
16,0,13.8,0,2,12.3,0,3,2,7,16:00
16,30,14.28571429,1,2,12.3,0,3,2,7,16:30
17,0,15.16666667,1,2,11.1,0,3,2,7,17:00
17,30,18.71428571,5,2,11.1,0,3,2,7,17:30
18,0,20.4,-1,2,10.4,0,3,2,7,18:00
18,30,19,-1,2,10.4,0,3,2,7,18:30
19,0,19.5,1,2,10,0,3,2,7,19:00
19,30,20.5,1,2,10,0,3,2,7,19:30
20,30,19.66666667,-2,2,9.2,0,3,2,7,20:30
21,30,19,0,2,8.8,0,3,2,7,21:30
22,0,19,0,2,8.1,0,3,2,7,22:00
22,30,19.33333333,0,2,8.1,0,3,2,7,22:30
2,30,18,-1,2,6.6,0,3,1,8,2:30
3,0,18,0,1,6.5,0.3,3,1,1,3:00
3,30,17,-1,1,6.5,0.3,3,1,1,3:30
6,30,17.5,1,1,6.5,0.2,3,1,1,6:30
7,0,20.18181818,4,1,6.5,0,3,1,1,7:00
7,30,25.5,6,1,6.5,0,3,1,1,7:30
8,0,19.61538462,13,1,7.3,0,3,1,1,8:00
8,30,24.05263158,7,1,7.3,0,3,1,1,8:30
9,0,26.75,0,1,8.2,0.5,3,1,1,9:00
9,30,27.54545455,3,1,8.2,0.5,3,1,1,9:30
10,0,30.6,2,1,9.1,0,3,1,1,10:00
10,30,31,-1,1,9.1,0,3,1,1,10:30
11,0,31.4,0,1,10.2,0,3,1,1,11:00
11,30,27.5,2,1,10.2,0,3,1,1,11:30
12,0,13.5,-1,1,10.2,0,3,2,1,12:00
12,30,13,-1,1,10.2,0,3,2,1,12:30
13,0,13.83333333,2,1,10.1,0,3,2,1,13:00
13,30,13.83333333,-1,1,10.1,0,3,2,1,13:30
14,0,14,0,1,10.1,0,3,2,1,14:00
14,30,14.5,1,1,10.1,0,3,2,1,14:30
15,0,14,-1,1,9.8,0,3,2,1,15:00
15,30,14.5,1,1,9.8,0,3,2,1,15:30
16,0,16.4,3,1,8.9,0,3,2,1,16:00
16,30,17,-1,1,8.9,0,3,2,1,16:30
17,0,17.33333333,1,1,8.5,0,3,2,1,17:00
17,30,15.44444444,-3,1,8.5,0,3,2,1,17:30
18,0,11.2,-6,1,8.6,0,3,2,1,18:00
18,30,6.714285714,-3,1,8.6,0,3,2,1,18:30
19,0,5.052631579,1,1,8.4,0,3,2,1,19:00
19,30,6.25,-1,1,8.4,0,3,2,1,19:30
20,0,5.933333333,2,1,8.3,0,3,2,1,20:00
20,30,7.1,-2,1,8.3,0,3,2,1,20:30
21,0,6.6,1,1,8,0,3,2,1,21:00
21,30,6.5,-2,1,8,0,3,2,1,21:30
22,0,3.133333333,-3,1,7.6,0,3,2,1,22:00
22,30,3,3,1,7.6,0,3,2,1,22:30
23,0,3.2,-2,1,6.9,0,3,2,1,23:00
23,30,3.25,0,1,6.9,0,3,2,1,23:30
0,0,3.333333333,0,1,6.3,0,3,1,2,0:00
0,30,3.5,0,1,6.3,0,3,1,2,0:30
1,0,3.333333333,1,1,5.5,0,3,1,2,1:00
1,30,3,-1,1,5.5,0,3,1,2,1:30
2,0,3,0,1,5.1,0,3,1,2,2:00
3,0,3,0,1,4.7,0,3,1,2,3:00
3,30,4,1,1,4.7,0,3,1,2,3:30
5,0,3,-1,1,4.1,0,3,1,2,5:00
5,30,3,0,1,4.1,0,3,1,2,5:30
6,0,3.666666667,1,1,3.9,0,3,1,2,6:00
6,30,5.333333333,2,1,3.9,0,3,1,2,6:30
7,0,8,5,1,3.8,0,3,1,2,7:00
7,30,13.28571429,5,1,3.8,0,3,1,2,7:30
8,0,21.93023256,12,1,4.3,0,3,1,2,8:00
8,30,20.81818182,15,1,4.3,0,3,1,2,8:30
9,0,26.55555556,3,1,5.7,0,3,1,2,9:00
9,30,29.42857143,2,1,5.7,0,3,1,2,9:30
10,0,30.6,4,1,7.4,0,3,1,2,10:00
10,30,15.25,0,1,7.4,0,3,1,2,10:30
11,0,14.71428571,-1,1,8.4,0,3,1,2,11:00
11,30,14.66666667,1,1,8.4,0,3,1,2,11:30
12,0,15.44444444,2,1,9,0,3,2,2,12:00
12,30,15.78571429,-3,1,9,0,3,2,2,12:30
13,0,11.55555556,-3,1,8,0,3,2,2,13:00
13,30,13.22222222,5,1,8,0,3,2,2,13:30
14,0,15.66666667,0,1,7.3,0,3,2,2,14:00
14,30,15.75,0,1,7.3,0,3,2,2,14:30
15,0,15.25,-1,1,6.5,0,3,2,2,15:00
15,30,15.66666667,1,1,6.5,0,3,2,2,15:30
16,0,17,1,1,5.6,0,3,2,2,16:00
16,30,17,0,1,5.6,0,3,2,2,16:30
17,0,18.5,2,1,4.9,0,3,2,2,17:00
17,30,16.57142857,-3,1,4.9,0,3,2,2,17:30
18,0,16.30769231,-2,1,4.1,0,3,2,2,18:00
18,30,11.46666667,-2,1,4.1,0,3,2,2,18:30
19,0,9.523809524,-5,1,3.2,0,3,2,2,19:00
19,30,4.4,-5,1,3.2,0,3,2,2,19:30
20,30,2,0,1,2.7,0,3,2,2,20:30
21,0,2.25,0,1,2.3,0,3,2,2,21:00
21,30,14.5,-2,1,2.3,0,3,2,2,21:30
22,0,11.6,-3,1,2,0,3,2,2,22:00
22,30,11.33333333,0,1,2,0,3,2,2,22:30
23,0,11,0,1,1.8,0,3,2,2,23:00
6,0,11,0,1,1.4,0,3,1,3,6:00
6,30,12.33333333,2,1,1.4,0,3,1,3,6:30
7,0,14.77777778,4,1,1.4,0,3,1,3,7:00
7,30,19.3125,4,1,1.4,0,3,1,3,7:30
8,0,23.36956522,19,1,1.6,0,3,1,3,8:00
8,30,22.95238095,11,1,1.6,0,3,1,3,8:30
9,0,25.25,-3,1,2.5,0,3,1,3,9:00
9,30,27.23529412,8,1,2.5,0,3,1,3,9:30
10,0,23.5,3,1,3.6,0,3,1,3,10:00
10,30,19.33333333,1,1,3.6,0,3,1,3,10:30
11,0,19.4,-1,1,4.8,0,3,1,3,11:00
11,30,18.71428571,0,1,4.8,0,3,1,3,11:30
12,0,22.1,6,1,4.8,0,3,2,3,12:00
13,0,25,0,1,4,0,3,2,3,13:00
13,30,25.5,0,1,4,0,3,2,3,13:30
14,0,25,0,1,1.9,0,3,2,3,14:00
15,30,25,0,1,2.2,0.5,3,2,3,15:30
16,0,26.75,3,1,2.4,0,3,2,3,16:00
16,30,28.75,2,1,2.4,0,3,2,3,16:30
18,0,29,-2,1,2,0,3,2,3,18:00
18,30,26.25,-3,1,2,0,3,2,3,18:30
19,0,26.625,2,1,2,0,3,2,3,19:00
19,30,26.57142857,-1,1,2,0,3,2,3,19:30
20,0,25,-1,1,1.7,0,3,2,3,20:00
20,30,26,1,1,1.7,0,3,2,3,20:30
21,0,25.5,-1,1,1.2,0.5,3,2,3,21:00
21,30,26.2,2,1,1.2,0.5,3,2,3,21:30
22,0,25.375,-4,1,1.2,0,3,2,3,22:00
22,30,20.54545455,-5,1,1.2,0,3,2,3,22:30
23,0,17.25,-2,1,1.5,0,3,2,3,23:00
23,30,15,-2,1,1.5,0,3,2,3,23:30
0,0,10.2,-6,1,1.6,0,3,1,4,0:00
0,30,8.111111111,1,1,1.6,0,3,1,4,0:30
1,0,8,-1,1,1.6,0,3,1,4,1:00
1,30,7.25,0,1,1.6,0,3,1,4,1:30
2,0,7,-1,1,1.5,0,3,1,4,2:00
2,30,7.5,1,1,1.5,0,3,1,4,2:30
4,0,7,-1,1,1.3,0,3,1,4,4:00
4,30,7,0,1,1.3,0,3,1,4,4:30
6,0,7,0,1,0.8,0,3,1,4,6:00
6,30,8.6,3,1,0.8,0,3,1,4,6:30
7,0,10,1,1,0.6,0,3,1,4,7:00
7,30,14.94736842,6,1,0.6,0,3,1,4,7:30
8,0,25.91111111,17,1,1.1,0,3,1,4,8:00
8,30,15.33333333,11,1,1.1,0,3,1,4,8:30
9,0,24,5,1,2.5,0,3,1,4,9:00
9,30,28.35714286,2,1,2.5,0,3,1,4,9:30
10,0,29.5,3,1,4.9,0,3,1,4,10:00
10,30,30.75,0,1,4.9,0,3,1,4,10:30
11,0,30.7,-2,1,6.9,0,3,1,4,11:00
11,30,30.2,3,1,6.9,0,3,1,4,11:30
12,0,24.66666667,1,1,8.3,0,3,2,4,12:00
12,30,9,-1,1,8.3,0,3,2,4,12:30
13,0,6.583333333,-2,1,9.9,0,3,2,4,13:00
13,30,8.071428571,4,1,9.9,0,3,2,4,13:30
14,0,11.5,1,1,11.4,0,3,2,4,14:00
14,30,14.42857143,4,1,11.4,0,3,2,4,14:30
15,0,16.625,1,1,10.7,0,3,2,4,15:00
15,30,15.58823529,0,1,10.7,0,3,2,4,15:30
16,0,18.5,2,1,10.3,0,3,2,4,16:00
16,30,19.5,1,1,10.3,0,3,2,4,16:30
17,0,20.76923077,2,1,9.6,0,3,2,4,17:00
17,30,23.33333333,3,1,9.6,0,3,2,4,17:30
18,0,26.0952381,0,1,7.9,0,3,2,4,18:00
18,30,16.80555556,-12,1,7.9,0,3,2,4,18:30
19,0,8.862068966,-7,1,6.2,0,3,2,4,19:00
19,30,5.352941176,-2,1,6.2,0,3,2,4,19:30
20,0,5.105263158,3,1,5.1,0,3,2,4,20:00
20,30,8.25,2,1,5.1,0,3,2,4,20:30
21,0,9.2,0,1,4.5,0,3,2,4,21:00
21,30,5.7,-4,1,4.5,0,3,2,4,21:30
22,0,3.428571429,-3,1,3.9,0,3,2,4,22:00
22,30,3.9,3,1,3.9,0,3,2,4,22:30
23,0,4,-1,1,3.4,0,3,2,4,23:00
0,0,4.666666667,1,1,2.9,0,3,1,5,0:00
0,30,4.666666667,0,1,2.9,0,3,1,5,0:30
1,0,5.666666667,1,1,2.5,0,3,1,5,1:00
1,30,5.777777778,1,1,2.5,0,3,1,5,1:30
2,0,7.4,0,1,2.2,0,3,1,5,2:00
2,30,7,0,1,2.2,0,3,1,5,2:30
3,0,5.666666667,-2,1,1.9,0,3,1,5,3:00
