hour,minutes,count,대여/반납,holiday,weather,Rain,Month,AM/PM,Day_w,Time
6,0,13,0,1,-7.1,0,2,1,2,6:00
7,0,13.33333333,1,1,-7.2,0,2,1,2,7:00
7,30,16.4,5,1,-7.2,0,2,1,2,7:30
8,0,21.23076923,4,1,-7.1,0,2,1,2,8:00
8,30,27.05555556,8,1,-7.1,0,2,1,2,8:30
9,0,29.125,4,1,-5.9,0,2,1,2,9:00
9,30,10.5,1,1,-5.9,0,2,1,2,9:30
10,30,11,0,1,-2.4,0,2,1,2,10:30
11,0,12,1,1,-0.3,0,2,1,2,11:00
11,30,13,2,1,-0.3,0,2,1,2,11:30
12,30,14,0,1,1,0,2,2,2,12:30
13,0,13.83333333,0,1,2.6,0,2,2,2,13:00
13,30,16.14285714,2,1,2.6,0,2,2,2,13:30
14,0,14.1,-1,1,3.7,0,2,2,2,14:00
14,30,14.66666667,0,1,3.7,0,2,2,2,14:30
15,0,17.33333333,4,1,3.7,0,2,2,2,15:00
15,30,19,0,1,3.7,0,2,2,2,15:30
16,0,19,0,1,3.9,0,2,2,2,16:00
16,30,19.85714286,2,1,3.9,0,2,2,2,16:30
17,0,20.75,0,1,3.5,0,2,2,2,17:00
17,30,18.66666667,-4,1,3.5,0,2,2,2,17:30
18,0,18.8,5,1,3.1,0,2,2,2,18:00
18,30,19,-4,1,3.1,0,2,2,2,18:30
19,0,17.375,-3,1,2.4,0,2,2,2,19:00
19,30,13.81818182,-2,1,2.4,0,2,2,2,19:30
20,0,13.75,2,1,2.3,0,2,2,2,20:00
20,30,15.33333333,0,1,2.3,0,2,2,2,20:30
21,0,13.25,-2,1,2.6,0,2,2,2,21:00
21,30,13,0,1,2.6,0,2,2,2,21:30
22,30,13.5,1,1,2.6,0,2,2,2,22:30
23,0,13,-1,1,2.4,0,2,2,2,23:00
0,0,13.75,2,1,2,0,2,1,3,0:00
1,0,14.5,0,1,1.3,0,2,1,3,1:00
2,0,15,0,1,1.2,0,2,1,3,2:00
2,30,15.5,0,1,1.2,0,2,1,3,2:30
3,0,14.33333333,-1,1,1.1,0,2,1,3,3:00
6,30,14.5,1,1,1.1,0,2,1,3,6:30
7,0,15.66666667,1,1,1.3,0,2,1,3,7:00
7,30,17.71428571,3,1,1.3,0,2,1,3,7:30
8,0,22.47826087,6,1,2.1,0,2,1,3,8:00
8,30,25.5,10,1,2.1,0,2,1,3,8:30
9,0,13.85714286,4,1,3.9,0,2,1,3,9:00
9,30,15,-1,1,3.9,0,2,1,3,9:30
10,0,13.42857143,-1,1,5.2,0,2,1,3,10:00
10,30,15.8,3,1,5.2,0,2,1,3,10:30
11,0,17.75,2,1,6.3,0,2,1,3,11:00
11,30,18,-1,1,6.3,0,2,1,3,11:30
12,0,17.66666667,-1,1,6.9,0,2,2,3,12:00
12,30,18,1,1,6.9,0,2,2,3,12:30
13,0,19.28571429,2,1,7.2,0,2,2,3,13:00
13,30,19.33333333,-1,1,7.2,0,2,2,3,13:30
14,0,17.5,-1,1,7.8,0,2,2,3,14:00
14,30,18,0,1,7.8,0,2,2,3,14:30
15,0,18.875,2,1,8.7,0,2,2,3,15:00
15,30,21.2,1,1,8.7,0,2,2,3,15:30
16,0,20.33333333,1,1,8,0,2,2,3,16:00
16,30,23.5,1,1,8,0,2,2,3,16:30
17,0,22.54545455,-1,1,6.6,0,2,2,3,17:00
17,30,20.33333333,-1,1,6.6,0,2,2,3,17:30
18,0,19,-3,1,5.1,0,2,2,3,18:00
18,30,16.66666667,-2,1,5.1,0,2,2,3,18:30
19,0,17.375,2,1,3.9,0,2,2,3,19:00
20,0,18,1,1,2.8,0,2,2,3,20:00
20,30,19.83333333,1,1,2.8,0,2,2,3,20:30
21,0,18.6,-3,1,1.7,0,2,2,3,21:00
21,30,17.25,1,1,1.7,0,2,2,3,21:30
22,0,18.25,0,1,0.3,0,2,2,3,22:00
22,30,17.71428571,0,1,0.3,0,2,2,3,22:30
23,0,19.2,3,1,-0.3,0,2,2,3,23:00
23,30,20,-1,1,-0.3,0,2,2,3,23:30
0,0,19,-1,2,-0.7,0,2,1,4,0:00
0,30,18,-1,2,-0.7,0,2,1,4,0:30
1,0,16.5,-3,2,-1.1,0,2,1,4,1:00
1,30,15,0,2,-1.1,0,2,1,4,1:30
2,0,14,-1,2,-1.2,0,2,1,4,2:00
2,30,14,0,2,-1.2,0,2,1,4,2:30
3,0,15,1,2,-1.4,0,2,1,4,3:00
6,0,15.5,1,2,-2.6,0,2,1,4,6:00
7,30,16.5,1,2,-3,0,2,1,4,7:30
8,0,17.75,2,2,-3,0,2,1,4,8:00
9,30,19.5,1,2,-3.5,0,2,1,4,9:30
10,0,20.75,1,2,-1.6,0,2,1,4,10:00
10,30,22.5,2,2,-1.6,0,2,1,4,10:30
11,30,21.22222222,-2,2,0.1,0,2,1,4,11:30
12,0,24.33333333,5,2,1.7,0,2,2,4,12:00
12,30,27,1,2,1.7,0,2,2,4,12:30
13,0,28.33333333,2,2,2.2,0,2,2,4,13:00
13,30,28.33333333,0,2,2.2,0,2,2,4,13:30
14,0,29,0,2,2.9,0,2,2,4,14:00
14,30,30.25,2,2,2.9,0,2,2,4,14:30
15,0,29.5,-1,2,3.8,0,2,2,4,15:00
15,30,29,-1,2,3.8,0,2,2,4,15:30
16,0,27.57142857,-1,2,3.2,0,2,2,4,16:00
16,30,28,0,2,3.2,0,2,2,4,16:30
17,0,29,1,2,2.4,0,2,2,4,17:00
18,0,29,-1,2,1.1,0,2,2,4,18:00
18,30,27,-1,2,1.1,0,2,2,4,18:30
19,30,27.5,1,2,0.1,0,2,2,4,19:30
20,0,28.5,1,2,-0.4,0,2,2,4,20:00
20,30,27.2,-2,2,-0.4,0,2,2,4,20:30
21,0,28,1,2,-1.1,0,2,2,4,21:00
21,30,28.66666667,1,2,-1.1,0,2,2,4,21:30
22,30,27.25,-2,2,-1.9,0,2,2,4,22:30
23,30,26,-1,2,-2.5,0,2,2,4,23:30
0,30,25.5,-1,2,-3.3,0,2,1,5,0:30
1,0,25,0,2,-3.6,0,2,1,5,1:00
7,0,25.75,2,2,-5.4,0,2,1,5,7:00
8,30,27,0,2,-5.4,0,2,1,5,8:30
9,0,28,1,2,-4.3,0,2,1,5,9:00
10,0,28,0,2,-1.3,0,2,1,5,10:00
10,30,29.33333333,2,2,-1.3,0,2,1,5,10:30
11,0,30.5,1,2,1,0,2,1,5,11:00
12,30,30,-1,2,2.2,0,2,2,5,12:30
13,0,30.5,1,2,3.5,0,2,2,5,13:00
14,30,29.71428571,-4,2,4.2,0,2,2,5,14:30
15,0,27,0,2,4,0,2,2,5,15:00
15,30,27.2,1,2,4,0,2,2,5,15:30
16,0,28.28571429,2,2,3.3,0,2,2,5,16:00
16,30,12.5,6,2,3.3,0,2,2,5,16:30
18,30,14,-1,2,1.4,0,2,2,5,18:30
19,0,13,-1,2,0.6,0,2,2,5,19:00
19,30,14,2,2,0.6,0,2,2,5,19:30
20,30,15.33333333,1,2,0.2,0,2,2,5,20:30
21,0,16.5,0,2,0.1,0,2,2,5,21:00
21,30,16,0,2,0.1,0,2,2,5,21:30
22,30,14.25,-2,2,-0.6,0,2,2,5,22:30
0,30,13,-1,2,-2.7,0,2,1,6,0:30
1,0,12,-1,2,-3.1,0,2,1,6,1:00
1,30,11,-2,2,-3.1,0,2,1,6,1:30
2,0,9.5,-1,2,-3.8,0,2,1,6,2:00
6,0,8,-1,2,-6.2,0,2,1,6,6:00
8,0,8,0,2,-7.1,0,2,1,6,8:00
8,30,9,1,2,-7.1,0,2,1,6,8:30
9,0,9.5,1,2,-6.5,0,2,1,6,9:00
9,30,10.5,1,2,-6.5,0,2,1,6,9:30
10,0,11.5,1,2,-4.3,0,2,1,6,10:00
10,30,12.5,1,2,-4.3,0,2,1,6,10:30
11,0,12,-1,2,-2.8,0,2,1,6,11:00
12,0,12.66666667,1,2,-1.3,0,2,2,6,12:00
12,30,14,1,2,-1.3,0,2,2,6,12:30
13,0,11.71428571,-4,2,-0.4,0,2,2,6,13:00
13,30,12,3,2,-0.4,0,2,2,6,13:30
14,0,14.33333333,2,2,-0.1,0,2,2,6,14:00
14,30,17.5,4,2,-0.1,0,2,2,6,14:30
15,0,21.14285714,4,2,1,0,2,2,6,15:00
15,30,24.28571429,2,2,1,0,2,2,6,15:30
16,0,25.6,1,2,1.3,0,2,2,6,16:00
16,30,27,1,2,1.3,0,2,2,6,16:30
17,0,28.5,2,2,0.6,0,2,2,6,17:00
17,30,27.33333333,-2,2,0.6,0,2,2,6,17:30
18,0,25.77777778,0,2,-0.3,0,2,2,6,18:00
18,30,25.4,-1,2,-0.3,0,2,2,6,18:30
19,0,25.5,-1,2,-1.5,0,2,2,6,19:00
19,30,25.2,2,2,-1.5,0,2,2,6,19:30
20,0,28.33333333,2,2,-2.1,0,2,2,6,20:00
20,30,27.33333333,-2,2,-2.1,0,2,2,6,20:30
21,0,27.5,1,2,-2.3,0,2,2,6,21:00
21,30,28,0,2,-2.3,0,2,2,6,21:30
22,0,25.5,-3,2,-2.7,0,2,2,6,22:00
22,30,24,-1,2,-2.7,0,2,2,6,22:30
23,0,24.33333333,1,2,-2.9,0,2,2,6,23:00
23,30,23.5,-2,2,-2.9,0,2,2,6,23:30
0,0,23,0,2,-3.6,0,2,1,7,0:00
1,0,21.6,-1,2,-4.4,0,2,1,7,1:00
1,30,21.5,-1,2,-4.4,0,2,1,7,1:30
2,0,21,0,2,-4.7,0,2,1,7,2:00
2,30,20,-1,2,-4.7,0,2,1,7,2:30
3,0,20,0,2,-4.5,0,2,1,7,3:00
4,30,19,-1,2,-4.1,0,2,1,7,4:30
5,30,19,0,2,-4,0,2,1,7,5:30
6,0,20,1,2,-4.1,0,2,1,7,6:00
8,0,20,0,2,-4.8,0,2,1,7,8:00
8,30,21,1,2,-4.8,0,2,1,7,8:30
9,0,22.33333333,2,2,-4.1,0,2,1,7,9:00
10,30,22,-1,2,-1.8,0,2,1,7,10:30
11,0,21,-1,2,0,0,2,1,7,11:00
12,0,20,-1,2,2.2,0,2,2,7,12:00
12,30,19.75,0,2,2.2,0,2,2,7,12:30
13,0,21,1,2,3.7,0,2,2,7,13:00
13,30,21.33333333,1,2,3.7,0,2,2,7,13:30
14,0,21,-2,2,4.1,0,2,2,7,14:00
14,30,21.2,2,2,4.1,0,2,2,7,14:30
15,0,21.08333333,-2,2,5,0,2,2,7,15:00
15,30,19.71428571,-2,2,5,0,2,2,7,15:30
16,0,20.28571429,3,2,5.1,0,2,2,7,16:00
16,30,23.25,3,2,5.1,0,2,2,7,16:30
17,0,25,1,2,4.2,0,2,2,7,17:00
17,30,25.6,2,2,4.2,0,2,2,7,17:30
18,0,27,1,2,2.8,0,2,2,7,18:00
18,30,29.41666667,5,2,2.8,0,2,2,7,18:30
19,0,33,0,2,1.5,0,2,2,7,19:00
19,30,26,2,2,1.5,0,2,2,7,19:30
20,0,9,-1,2,0.6,0,2,2,7,20:00
20,30,9,0,2,0.6,0,2,2,7,20:30
21,0,8.5,0,2,0.2,0,2,2,7,21:00
21,30,8,-1,2,0.2,0,2,2,7,21:30
22,0,8,0,2,-0.3,0,2,2,7,22:00
22,30,8.5,0,2,-0.3,0,2,2,7,22:30
23,0,6.583333333,-3,2,-0.7,0,2,2,7,23:00
23,30,6,1,2,-0.7,0,2,2,7,23:30
0,0,6.333333333,0,1,-1.1,0,2,1,1,0:00
1,0,6,0,1,-1.4,0,2,1,1,1:00
1,30,6.333333333,0,1,-1.4,0,2,1,1,1:30
2,30,6.5,1,1,-1.4,0,2,1,1,2:30
6,0,7,0,1,-1.4,0,2,1,1,6:00
6,30,8.333333333,2,1,-1.4,0,2,1,1,6:30
7,0,9.666666667,1,1,-0.9,0,2,1,1,7:00
7,30,12.64285714,4,1,-0.9,0,2,1,1,7:30
8,0,19.16666667,11,1,-1.2,0,2,1,1,8:00
8,30,28.21428571,7,1,-1.2,0,2,1,1,8:30
9,0,18.16666667,3,1,-0.6,0,2,1,1,9:00
9,30,12.8,1,1,-0.6,0,2,1,1,9:30
10,0,13.5,1,1,2.6,0,2,1,1,10:00
10,30,14,0,1,2.6,0,2,1,1,10:30
11,0,13.88888889,1,1,4.3,0,2,1,1,11:00
11,30,14,-1,1,4.3,0,2,1,1,11:30
12,0,14.33333333,1,1,4.7,0,2,2,1,12:00
12,30,13.4,-1,1,4.7,0,2,2,1,12:30
13,0,15.375,1,1,5.1,0,2,2,1,13:00
13,30,16.5,2,1,5.1,0,2,2,1,13:30
14,0,16.66666667,-1,1,5.6,0,2,2,1,14:00
14,30,16.16666667,1,1,5.6,0,2,2,1,14:30
15,0,17,0,1,6.3,0,2,2,1,15:00
15,30,17.25,0,1,6.3,0,2,2,1,15:30
16,0,18.66666667,2,1,6.3,0,2,2,1,16:00
16,30,19.75,0,1,6.3,0,2,2,1,16:30
17,0,19.85714286,2,1,5.7,0,2,2,1,17:00
17,30,20.76923077,1,1,5.7,0,2,2,1,17:30
18,0,21.55555556,-1,1,4.7,0,2,2,1,18:00
18,30,15.65217391,-9,1,4.7,0,2,2,1,18:30
19,0,12.38461538,3,1,3.6,0,2,2,1,19:00
19,30,11.54545455,-6,1,3.6,0,2,2,1,19:30
20,0,9.666666667,1,1,2.4,0,2,2,1,20:00
20,30,9.833333333,0,1,2.4,0,2,2,1,20:30
21,30,9.25,-1,1,1.8,0,2,2,1,21:30
22,0,9.333333333,0,1,1,0,2,2,1,22:00
22,30,9.833333333,2,1,1,0,2,2,1,22:30
23,0,10.2,-2,1,0.5,0,2,2,1,23:00
23,30,9,0,1,0.5,0,2,2,1,23:30
0,30,11,3,1,0,0,2,1,2,0:30
1,0,10.85714286,-2,1,-0.5,0,2,1,2,1:00
1,30,10.5,0,1,-0.5,0,2,1,2,1:30
2,30,9.8,-1,1,-0.8,0,2,1,2,2:30
3,0,9.25,1,1,-1.3,0,2,1,2,3:00
3,30,11,1,1,-1.3,0,2,1,2,3:30
4,0,11,0,1,-1.6,0,2,1,2,4:00
4,30,12,1,1,-1.6,0,2,1,2,4:30
6,0,11,-1,1,-2.1,0,2,1,2,6:00
6,30,10.83333333,0,1,-2.1,0,2,1,2,6:30
7,0,12.25,2,1,-2.2,0,2,1,2,7:00
7,30,15.84615385,5,1,-2.2,0,2,1,2,7:30
8,0,20.75,5,1,-2.1,0,2,1,2,8:00
8,30,24.47826087,8,1,-2.1,0,2,1,2,8:30
9,0,11.4,3,1,-1.4,0,2,1,2,9:00
9,30,13.33333333,1,1,-1.4,0,2,1,2,9:30
10,0,15.5,2,1,1.1,0,2,1,2,10:00
10,30,17.1,3,1,1.1,0,2,1,2,10:30
11,0,18.75,-1,1,2.8,0,2,1,2,11:00
11,30,18.33333333,1,1,2.8,0,2,1,2,11:30
12,0,19.66666667,0,1,4,0,2,2,2,12:00
12,30,18.77777778,0,1,4,0,2,2,2,12:30
13,0,19.375,1,1,4.2,0,2,2,2,13:00
13,30,21,1,1,4.2,0,2,2,2,13:30
14,0,20.2,-1,1,5,0,2,2,2,14:00
14,30,17.41666667,-5,1,5,0,2,2,2,14:30
15,0,14.5,-1,1,5.4,0,2,2,2,15:00
15,30,13.625,1,1,5.4,0,2,2,2,15:30
16,0,19,5,1,5.1,0,2,2,2,16:00
16,30,20.33333333,1,1,5.1,0,2,2,2,16:30
17,0,22.25,3,1,3.9,0,2,2,2,17:00
17,30,25.25,1,1,3.9,0,2,2,2,17:30
18,0,25,0,1,3.2,0,2,2,2,18:00
18,30,21.7,-5,1,3.2,0,2,2,2,18:30
19,0,19.23076923,-2,1,2.5,0,2,2,2,19:00
19,30,18,-1,1,2.5,0,2,2,2,19:30
20,0,15.4,-2,1,1.8,0,2,2,2,20:00
20,30,14,-2,1,1.8,0,2,2,2,20:30
21,0,13.5,0,1,1.1,0,2,2,2,21:00
21,30,12,-1,1,1.1,0,2,2,2,21:30
22,0,13.33333333,1,1,0.5,0,2,2,2,22:00
22,30,12,-1,1,0.5,0,2,2,2,22:30
23,0,12.8,1,1,-0.5,0,2,2,2,23:00
23,30,12,-1,1,-0.5,0,2,2,2,23:30
1,0,12,0,1,-2.2,0,2,1,3,1:00
1,30,13,1,1,-2.2,0,2,1,3,1:30
2,30,13,0,1,-2.9,0,2,1,3,2:30
3,0,13.5,0,1,-3.4,0,2,1,3,3:00
3,30,13,0,1,-3.4,0,2,1,3,3:30
4,30,13.5,1,1,-3.8,0,2,1,3,4:30
5,30,14.5,1,1,-4,0,2,1,3,5:30
6,30,15.5,1,1,-4,0,2,1,3,6:30
7,0,16,0,1,-4.1,0,2,1,3,7:00
7,30,19.61538462,6,1,-4.1,0,2,1,3,7:30
8,0,21.86206897,12,1,-4.3,0,2,1,3,8:00
8,30,17.31578947,7,1,-4.3,0,2,1,3,8:30
9,0,21.33333333,2,1,-3.8,0,2,1,3,9:00
9,30,22,-1,1,-3.8,0,2,1,3,9:30
10,0,22.16666667,2,1,-1.8,0,2,1,3,10:00
10,30,24,1,1,-1.8,0,2,1,3,10:30
11,0,23,-1,1,0.2,0,2,1,3,11:00
11,30,23.5,1,1,0.2,0,2,1,3,11:30
12,0,22.2,-3,1,2.2,0,2,2,3,12:00
12,30,21.08333333,-3,1,2.2,0,2,2,3,12:30
13,0,21,5,1,2.9,0,2,2,3,13:00
13,30,23.66666667,2,1,2.9,0,2,2,3,13:30
14,0,25.85714286,1,1,3.3,0,2,2,3,14:00
14,30,26.33333333,1,1,3.3,0,2,2,3,14:30
15,0,26.36363636,-1,1,4.2,0,2,2,3,15:00
15,30,28.16666667,3,1,4.2,0,2,2,3,15:30
16,0,25,2,1,3.7,0,2,2,3,16:00
16,30,10.66666667,0,1,3.7,0,2,2,3,16:30
17,0,12.66666667,5,1,3.1,0,2,2,3,17:00
17,30,16,3,1,3.1,0,2,2,3,17:30
18,0,15.07692308,-5,1,1.8,0,2,2,3,18:00
18,30,11.04166667,-2,1,1.8,0,2,2,3,18:30
19,0,12.83333333,3,1,-0.1,0,2,2,3,19:00
19,30,13.66666667,-1,1,-0.1,0,2,2,3,19:30
20,0,10.5,-3,1,-1.1,0,2,2,3,20:00
20,30,9,-1,1,-1.1,0,2,2,3,20:30
21,0,9.5,1,1,-1.6,0,2,2,3,21:00
21,30,9,-1,1,-1.6,0,2,2,3,21:30
22,0,5.857142857,-6,1,-2.2,0,2,2,3,22:00
22,30,2.5,-1,1,-2.2,0,2,2,3,22:30
23,0,2.375,3,1,-2.7,0,2,2,3,23:00
23,30,4,-1,1,-2.7,0,2,2,3,23:30
0,0,2.25,-2,1,-2.7,0,2,1,4,0:00
0,30,1,-1,1,-2.7,0,2,1,4,0:30
1,0,1.5,0,1,-2.2,0,2,1,4,1:00
1,30,1,0,1,-2.2,0,2,1,4,1:30
3,30,1,0,1,-2.8,0,2,1,4,3:30
4,0,2,1,1,-2.4,0,2,1,4,4:00
5,30,2,0,1,-2.4,0,2,1,4,5:30
6,0,3,1,1,-3,0,2,1,4,6:00
6,30,3.5,1,1,-3,0,2,1,4,6:30
7,0,4.8,1,1,-3.7,0,2,1,4,7:00
7,30,8.75,7,1,-3.7,0,2,1,4,7:30
8,0,16.77777778,9,1,-3.6,0,2,1,4,8:00
8,30,26.23809524,11,1,-3.6,0,2,1,4,8:30
9,0,30,2,1,-1.9,0,2,1,4,9:00
9,30,14.5,0,1,-1.9,0,2,1,4,9:30
10,30,14,-1,1,0.9,0,2,1,4,10:30
11,0,13.25,-1,1,2.7,0,2,1,4,11:00
11,30,12.4,-1,1,2.7,0,2,1,4,11:30
12,0,12,0,1,4.8,0,2,2,4,12:00
12,30,11.75,0,1,4.8,0,2,2,4,12:30
13,0,13,1,1,4.5,0,2,2,4,13:00
13,30,12.33333333,0,1,4.5,0,2,2,4,13:30
14,0,13,0,1,4.8,0,2,2,4,14:00
14,30,13.9,2,1,4.8,0,2,2,4,14:30
15,0,15.66666667,1,1,5,0,2,2,4,15:00
15,30,16,0,1,5,0,2,2,4,15:30
16,0,15.66666667,0,1,5,0,2,2,4,16:00
16,30,15.5,0,1,5,0,2,2,4,16:30
17,0,15.75,0,1,4.6,0,2,2,4,17:00
17,30,19.25,4,1,4.6,0,2,2,4,17:30
18,0,20.44444444,-1,1,3.9,0,2,2,4,18:00
18,30,15.75,-6,1,3.9,0,2,2,4,18:30
19,0,12.17647059,-2,1,3.5,0,2,2,4,19:00
19,30,7.4,-5,1,3.5,0,2,2,4,19:30
20,0,6.2,0,1,3,0,2,2,4,20:00
20,30,5,-1,1,3,0,2,2,4,20:30
21,0,5.333333333,0,1,2.9,0,2,2,4,21:00
21,30,4.5,-1,1,2.9,0,2,2,4,21:30
22,0,4.25,1,1,2.9,0,2,2,4,22:00
22,30,5.636363636,-1,1,2.9,0,2,2,4,22:30
23,0,4,0,1,2.9,0,2,2,4,23:00
0,0,4,0,1,1.7,0.4,2,1,5,0:00
3,30,4.5,1,1,0.9,3.7,2,1,5,3:30
4,0,5.5,1,1,1.1,0,2,1,5,4:00
7,0,5,-1,1,-0.1,0,2,1,5,7:00
7,30,6.5,3,1,-0.1,0,2,1,5,7:30
8,0,12.35,7,1,-0.2,0,2,1,5,8:00
8,30,19.63157895,9,1,-0.2,0,2,1,5,8:30
9,0,25.4,3,1,0.5,0,2,1,5,9:00
9,30,26,-1,1,0.5,0,2,1,5,9:30
10,0,27,1,1,2.2,0,2,1,5,10:00
10,30,29,3,1,2.2,0,2,1,5,10:30
11,0,28.66666667,-2,1,3.8,0,2,1,5,11:00
11,30,28.33333333,1,1,3.8,0,2,1,5,11:30
12,0,27.55555556,-1,1,5.3,0,2,2,5,12:00
12,30,27.83333333,0,1,5.3,0,2,2,5,12:30
13,0,25.1,1,1,6.7,0,2,2,5,13:00
13,30,13,0,1,6.7,0,2,2,5,13:30
14,0,13.42857143,1,1,7.8,0,2,2,5,14:00
14,30,14.5,1,1,7.8,0,2,2,5,14:30
15,0,15.5,0,1,8.2,0,2,2,5,15:00
15,30,15.66666667,1,1,8.2,0,2,2,5,15:30
16,0,14.375,-1,1,8.3,0,2,2,5,16:00
16,30,15,1,1,8.3,0,2,2,5,16:30
17,0,15.75,-2,1,7.9,0,2,2,5,17:00
17,30,14.72222222,2,1,7.9,0,2,2,5,17:30
18,0,15.27272727,0,1,7.5,0,2,2,5,18:00
18,30,17.54545455,2,1,7.5,0,2,2,5,18:30
19,0,14.38461538,-7,1,6.9,0,2,2,5,19:00
19,30,10.64705882,-2,1,6.9,0,2,2,5,19:30
20,0,11.3,5,1,6.4,0,2,2,5,20:00
20,30,16.6,3,1,6.4,0,2,2,5,20:30
21,0,16.75,-1,1,6,0,2,2,5,21:00
21,30,17.2,1,1,6,0,2,2,5,21:30
22,0,16.6,-1,1,5.7,0,2,2,5,22:00
22,30,15,-1,1,5.7,0,2,2,5,22:30
23,0,14.2,-2,1,5.5,0,2,2,5,23:00
23,30,9.5,-5,1,5.5,0,2,2,5,23:30
0,0,9.727272727,4,2,4.6,0,2,1,6,0:00
0,30,10.57142857,-2,2,4.6,0,2,1,6,0:30
1,0,6.8,-5,2,4,0,2,1,6,1:00
1,30,3.875,-2,2,4,0,2,1,6,1:30
2,0,4.285714286,2,2,3.7,0,2,1,6,2:00
2,30,5.25,0,2,3.7,0,2,1,6,2:30
3,0,5,0,2,3.5,0,2,1,6,3:00
3,30,5.5,1,2,3.5,0,2,1,6,3:30
6,30,6,0,2,1.2,0,2,1,6,6:30
7,0,7,1,2,0.6,0,2,1,6,7:00
8,0,7.5,1,2,0,0,2,1,6,8:00
9,0,8.333333333,1,2,0.6,0,2,1,6,9:00
9,30,10,1,2,0.6,0,2,1,6,9:30
10,0,9,-1,2,0.8,0,2,1,6,10:00
10,30,7.571428571,-1,2,0.8,0,2,1,6,10:30
11,0,8.25,0,2,2.2,0,2,1,6,11:00
11,30,9.333333333,2,2,2.2,0,2,1,6,11:30
12,0,8.166666667,-2,2,4,0,2,2,6,12:00
12,30,7.875,1,2,4,0,2,2,6,12:30
13,0,11.44444444,4,2,5.3,0,2,2,6,13:00
13,30,15,3,2,5.3,0,2,2,6,13:30
14,0,15,-1,2,6.9,0,2,2,6,14:00
14,30,16.33333333,1,2,6.9,0,2,2,6,14:30
15,0,16.9,1,2,6.7,0,2,2,6,15:00
15,30,17.66666667,1,2,6.7,0,2,2,6,15:30
16,0,18.66666667,1,2,5.9,0,2,2,6,16:00
16,30,21.16666667,4,2,5.9,0,2,2,6,16:30
17,0,23.5,1,2,4.9,0,2,2,6,17:00
17,30,23.45454545,-1,2,4.9,0,2,2,6,17:30
18,0,24.91666667,1,2,3.5,0,2,2,6,18:00
18,30,25.75,3,2,3.5,0,2,2,6,18:30
19,0,26,-1,2,2.1,0,2,2,6,19:00
19,30,26.25,0,2,2.1,0,2,2,6,19:30
20,0,25.66666667,-1,2,1.1,0,2,2,6,20:00
20,30,23.25,-2,2,1.1,0,2,2,6,20:30
21,0,21.66666667,-1,2,0.7,0,2,2,6,21:00
21,30,22.4,0,2,0.7,0,2,2,6,21:30
22,0,22,0,2,0.1,0,2,2,6,22:00
22,30,21.83333333,-1,2,0.1,0,2,2,6,22:30
23,30,21,0,2,-0.6,0,2,2,6,23:30
0,0,20.875,-2,2,-1.1,0,2,1,7,0:00
0,30,17.4,-3,2,-1.1,0,2,1,7,0:30
1,0,15.33333333,0,2,-1.4,0,2,1,7,1:00
1,30,15.83333333,0,2,-1.4,0,2,1,7,1:30
2,0,14.25,-2,2,-1.5,0,2,1,7,2:00
2,30,13.6,-2,2,-1.5,0,2,1,7,2:30
3,0,11.25,-1,2,-1.3,0,2,1,7,3:00
3,30,10,1,2,-1.3,0,2,1,7,3:30
4,30,12.5,1,2,-1.1,0,2,1,7,4:30
5,0,13.5,1,2,-0.7,0,2,1,7,5:00
6,0,14.5,1,2,-0.8,0,2,1,7,6:00
7,0,15,0,2,-1,0,2,1,7,7:00
7,30,16,1,2,-1,0,2,1,7,7:30
9,30,17.14285714,2,2,-0.3,0,2,1,7,9:30
10,0,18,0,2,2.1,0,2,1,7,10:00
11,0,18.6,2,2,4.3,0,2,1,7,11:00
11,30,20.8,2,2,4.3,0,2,1,7,11:30
12,0,23.75,2,2,5.5,0,2,2,7,12:00
12,30,25.25,1,2,5.5,0,2,2,7,12:30
13,0,24.5,1,2,6.1,0,2,2,7,13:00
13,30,25.45454545,-1,2,6.1,0,2,2,7,13:30
14,0,25.4,1,2,7,0,2,2,7,14:00
14,30,27.46153846,3,2,7,0,2,2,7,14:30
15,0,29,0,2,7.5,0,2,2,7,15:00
15,30,29.66666667,2,2,7.5,0,2,2,7,15:30
16,0,31,0,2,7.6,0,2,2,7,16:00
16,30,29.14285714,-2,2,7.6,0,2,2,7,16:30
17,0,32.5,6,2,6.9,0,2,2,7,17:00
17,30,32.8,-3,2,6.9,0,2,2,7,17:30
18,0,31,-1,2,5.2,0,2,2,7,18:00
18,30,31.875,1,2,5.2,0,2,2,7,18:30
19,0,33,1,2,3.1,0,2,2,7,19:00
19,30,33.5,1,2,3.1,0,2,2,7,19:30
20,0,33,-1,2,1.3,0,2,2,7,20:00
20,30,14.33333333,0,2,1.3,0,2,2,7,20:30
21,0,12.25,-2,2,0.2,0,2,2,7,21:00
21,30,11,-1,2,0.2,0,2,2,7,21:30
22,0,10,-1,2,0,0,2,2,7,22:00
22,30,10.33333333,0,2,0,0,2,2,7,22:30
0,0,10,0,2,-0.9,0,2,1,8,0:00
0,30,10,0,1,-0.9,0,2,1,1,0:30
1,0,11.66666667,2,1,-1.2,0,2,1,1,1:00
1,30,12.5,0,1,-1.2,0,2,1,1,1:30
2,30,12,0,1,-1.7,0,2,1,1,2:30
3,30,11,-1,1,-1.9,0,2,1,1,3:30
5,0,11,0,1,-2.5,0,2,1,1,5:00
